,review,sentiment
1051,"I'm one of those people who'd crawl a mile through broken glass to see a Hal Hartley film. From TRUST and IRIS to HENRY FOOL and (my Hartley favorite) NO SUCH THING, Hal's unique brand of movies are an acquired taste. Infusing equal parts mystery/espionage with wispy comedy seems to be his forte. The comedy isn't in your face necessarily, and often runs throughout an entire scene before coming to fruition. And that's the case with FAY GRIM, the sequel to Henry Fool.<br /><br />Parker Posey stars as Fay Grim, abandoned wife of Henry Fool and mother to Henry's only son Ned. Fay lives a quiet life until she comes home one day to find a CIA agent in her kitchen. His name is Fulbright (Jeff Goldblum, MAN OF THE YEAR) and he wants Henry's notebooks. There are many Henry Fool notebooks and they were all previously believed to contain nothing but mad wanderings. Apparently there's much more to them. Secrets weapons research or paths to terrorists? Who knows but Henry. Agent Fulbright tells Fay that her husband is dead but this is quickly surmised as a ruse to get Fay out of her home and searching for Henry (and it works ...but not the way they think).<br /><br />Fay battles multiple spy rings to gather Henry's notebooks and to seek him out. She also makes a deal with the CIA to get her brother Simon (James Urbaniak) out of prison (he'd helped Henry escape the country in the original Henry Fool film.) Multiple overlapping events occur in rapid succession: spy rings shoot each other to death, Henry is discovered being held in ""safety"" by a jihadist, Fay frees her brother but unknowingly risks her son's life, and the CIA gets its comeuppance for putting Fay in danger.<br /><br />Hal Hartley obviously loves to play with themes. And he does so to the extreme here. Even character names (Grim, Fool, Fulbright, Fogg) have implicit meanings of their own that are quite funny. The over-the-top espionage films of ol' are given plenty of screen time, too, as guns blaze in stop-motion sequences, never striking our heroine even though she's right in the line of fire.<br /><br />Now that I've heaped praise on this creation, I will say that Parker Posey's excessive portrayal of Fay Grim isn't the best part of the film, which is a shame considering how much time she's on-screen. I realize this was probably what Mr. Hartley wanted: an uncurbed woman with hand gestures to the Italian extreme. But it was still painful to watch at times.<br /><br />Even so, fans will probably devour Fay Grim and beg for more. Though this wasn't my favorite Hal Hartley film, I know I'm ready.",positive
1052,"For anyone who has seen and fallen in love with the stage musical A CHORUS LINE, the movie is a shoddy substitute. Not only are songs cut, but unnecessary plot twists added, new dance sequences choreographed, and, let's face it, Richard Attenborough just doesn't know how to film dancers.<br /><br />Onstage, Michael Bennett's A CHORUS LINE was just that: Michael Bennett. His idea, his choreography, his direction, his gift to Broadway and the rest of the world. It was two hours of hard-hitting, in-your-face realism that really made you feel for these ""boys"" and ""girls."" The movie, however, lacks empathy and depth: the actors look like they are auditioning for A CHORUS LINE rather than actually auditioning. Every move, every line of dialogue seems so weighted and planned; Michael Douglas, especially, as Zach is too in control for us to believe that he is this extraordinarily bitchy choreographer. Even when he throws his temper tantrums, you never quite believe him because every gesture, every accented word, every nuance is so obviously rehearsed. And as for him not dancing: Kevin Kline auditioned for the role of Zach on Broadway. Michael Bennett loved his reading, but Kline couldn't dance and ultimately lost the part. How I wish they had done the same for Douglas! A CHORUS LINE is supposed to be a show about nobodies, and aside from a few recognizable faces (Vicki Frederick, who played Cassie on Broadway, as Sheila and Khandi Alexander, of TV's NewsRadio, as one of the many auditioning dancers) you're not supposed to KNOW any of these people. Because you DO know these people. Having a star in any of the roles is a terrible decision: when you focus on Michael Douglas and his ranting instead of on the girls and boys on the line and their stories, you lose something.<br /><br />It is truly unfortunate that the best sequence in the show (Montage: Hello Twelve, Hello Thirteen, Hello Love) is cut drastically to make way for a terrible new song entitled ""Surprise, Surprise"" that surprisingly received a nomination at the Oscars. Cassie's ""mirror dance"" has a new song and tragically boring choreography -- one wonders why they bothered to shoot a movie version at all if they were going to mess with a working formula this much.<br /><br />For fans of musical theatre and those who enjoyed the stage version, this movie is a sad mockery of everything they cherished and loved. For those who never got to see the original production, either on Broadway or on tour, this movie is the only reference they will have to go by. And they'll have to wonder just how it got to be the longest-running musical in Broadway history -- until a little show called CATS overtook it in the late 1990's. But THAT is a different story, and don't even get me started there.",negative
1053,"the fact that the movie is predictable is not a problem. this movie is like a beautiful painting to be enjoyed. the museum scene is like a nice music video. the apres sex scene is an all too familiar scene in all of our adult lives. but the movie would not hold any interest for me without keith gordon. keith gordon is maybe one of the most underrated actors of our time. almost everything i know about acting came from studying mostly his eyes. he had the most compelling face. his character possesses the qualities i look in a guy, sensitivity and dedication. keith gordon is gorgeous. BTW, i kinda wish he'd shave his beard now as his lips, jawline and adam's apple were his prettiest set next to his eyes.",positive
1054,"THE FOURTH MAN (Paul Verhoeven - Netherlands 1983).<br /><br />A film based on a novella by Gerard Reve, that works best as a thriller. That's quite surprising, considering Reve roughly needs a hundred pages for just a minor plot twist and tension is the last thing on my mind when reading his work.<br /><br />""The Fourth Man"" is top-heavy on symbolism. Paul Verhoeven is generally extremely preoccupied with proving something to mostly hostile critics and I'm never sure what it is exactly he is trying to prove. He usually underestimates his audience and tells his story in such an unsubtle way, he quickly diverges from the original idea or storyline, and almost seems to forget what needs to be seen on screen and what needs to be left out. In ""The Fourth Man"" he is not as explicit on detailing the plot as he is with sex and nudity (of which there's plenty) but, as in most of his films, he seems afraid the audience wouldn't get it and hammers home the story with overt symbolism mixed with some supposedly shocking nudity and graphic sex scenes. There's hardly a scene without sex or full-frontal nudity, most of it so maddeningly gratuitous and in your face, it undermines an otherwise good story. <br /><br />Nevertheless, when you can cope with Verhoeven's pretty obvious satiric approach, it's quite an entertaining thriller at times with some intriguing plot twists and good performances all round, Thom Hoffman and Jeroen Krabbé in particular.<br /><br />Camera Obscura --- 7/10",positive
1055,"Not quite a bomb? The only thing missing was the enriched uranium. Actually the script ""may"" have worked if the lead roles had been cast with younger actors, but the dramatics of an aging Diane Lane acting as if she was a teenager (or even a twenty-something) was too much to stomach. Every time she (Adrienne) would jump into the arms of Richard Gere and then pull both heels up behind her, you could almost see the grimace of pain on his face as he was probably thinking, ""Oh, my aching back...this babe sure doesn't weight 125 lbs. anymore!"" Anyway, both characters were distinctly unlikeable, especially Richard Gere's: a self absorbed plastic surgeon (Dr. Paul Flanner) that was on some kind of ""soul quest"" after a botched operation left him with a dead patient (an older woman from a small farm). Then there was her angry husband and son he had to deal with to explain what happened. Dr. Flanner is on his way to meet said angry husband (at the husband's request) when he meets up with Adrienne. She is recently split from her unfaithful husband (shock) and is helping out a friend by watching her beach-front cottage rental. Of course, that's where Dr. Flanner ends up staying and they both end up falling MADLY in love (especially after she finds out he is a rich doctor AND a plastic surgeon). In between romantic interludes and a nauseating song/dance routine that Lane (Adrienne) performs while listening to an old LP (no CD's?), they both try to figure how their lives got so totally screwed up. Dr. Flanner was also not much of a father and has a son (who is also a Dr.) who resents him for not being there for him while he was growing up. (Naturally Dr. Flanner was more interested in his medical career at the time rather than raising an impetuous, distracting boy.) To make a long (predictable) story short, Adrienne helps Dr. Flanner face his inner demons as well as confront said angry husband and son of the woman who died on his operating table (after going in for a ""routine"" cyst removal of the face). Dr. Flanner is FINALLY able to tell the husband (played excruciatingly sympathetic by Scott Glenn) that he is sorry for what happened - even though it was all the fault of that danged anesthesiologist. ""I told him she was too old for that much juice!"" Glenn's character,(Robert Torrelson) appears to accept Dr. Flanner's apology. It's hard to tell because his emotional response is so passive by this time that you wonder if if he is even hearing the good Dr. at all or thinking about some acreage that he needs to plow. Ever more circumspect, Dr. Flanner then decides he needs to visit his son (who is now practicing medicine pro-bono in a third world country) to mend their relationship. Unfortunately, that means he must temporarily bid adieu to Adrienne. Of course, while entertaining the natives in Timbuktu, he writes a love letter every hour on the hour to Adrienne (who nearly swoons like a school girl every time she gets one) and tells her that the hardest thing he ever had to do was to tell her goodbye. Evidently, apologizing to Robert Torrelson for his wife's death was the second hardest thing. In the end he gets killed in a freak mud slide (poetic justice as in mud pack?) and she is left with just the memories of what could have been...hopefully no more Gere/Lane sequels!",negative
1056,"A group of models is seeking an apartment to live in, and are shown one by a local real estate agent. Unknown to the models and the agent, however, is that ""hell's threshold"" is in the apartment and when crossed, the demon ""Dethman"" is summoned to kill all those in his path. The story is told by Sam Bishop, a journalist who was accused of the murders.<br /><br />Although I am a champion of low budget, microbudget, and independent films, I cannot praise this movie. The creators take pride in their 24-hour shooting schedule and at least one actor boasts on the DVD of his acting prowess, but I cannot wrap my head around this. Why make a film in 24 hours if an extra one or two hours of editing would make all the difference? And why pride yourself on acting that is poor, nonsensical and results in the bad delivery of a handful of lines?<br /><br />Through much of the film, the models are being shown parts of an apartment by a real estate agent. The dialog is clearly ad-libbed because no scriptwriter could come up with such empty diction. The agent, also, clearly knows nothing about housing... she focuses on aspects of a home that no one could care about, incorrectly explains the heat source (didn't she see the radiator?) and says the vermin problem will be solved when they call ""the terminator"". Please, write a script -- some deviation is fine, but this was a mess.<br /><br />And why were the girls moving in models? Their careers had no point in the plot, and this seems like a forced situation. At one point, an actress breaks character and says something to the effect of ""dude, they're going to be (upset)"" which sounded more natural than any other line, though out of place because of the other bad dialog.<br /><br />The demon made no sense. I appreciated the attempt to explain how ""hell's threshold"" jumps to random places on Earth (including apartment fireplaces), but why not explain where the demon came from? His background involves a man whose love is killed by another man. How does this make you a demon? (Also, why did we need all these Victorian flashbacks with no dialog and glances across a field? It was overdone.)<br /><br />The dramatic pauses between lines was awful. The Sam Bishop character was by far the worst, with the interviewer not far behind. Does every question require a pause, a funny face and a response... followed by a pause, a funny face and a response? I was so frustrated. To me, the only point was to drag the time out... but I'd rather have thirty minutes of good delivery than an hour of horrible delivery (and then more time is wasted by rolling through the same credits twice).<br /><br />Who was the Sam Bishop character, anyway? Allegedly he ""saw"" all this and was accused of killing the girls, but yet at no point was he ever in the part of the tale with the girls. So how did he see them? And if he didn't, how did he know Dethman killed them? And if he didn't see Dethman, how does he know Dethman is the spirit of Apostoles? I was so lost... was there even an outline for a plot when this was written? <br /><br />The only part I found enjoyable in this movie was a scene with one of the models in the bathroom. Not that it was really important or anything, but it was the only break from boredom I was given. I wonder what director Felix Diaz was thinking. His music is very good (see the DVD behind the scenes for his impromptu playing), but I wonder about his movie making skills. Although, by far the best part of the DVD was the trailer for his ""Superhero Excelsior"" (the trailer alone was better than this entire waste of time).<br /><br />I am sorry I have to be so harsh. I'd like to think that this movie was a test of what can be done in 24 hours or maybe just an experiment for fun and the idea was never to make a quality film. But if ""Superhero Excelsior"" is any indication, Diaz can make quality... so why did he choose to avoid that here? Perhaps the world will never know.",negative
1057,"Yeah, a long time ago it turned into a tourist attraction. Now it's a prison again. Kind of. Well, it's more like an airport mixed together with a junior high school but there are lots of guys running around wearing orange jumpsuits, so I guess in that way it's like a prison. Not really though. When Sasha, Steven Seagal's character, is being admitted into prison, he's standing shackled in line and wanders over to a different line so he can talk to his friend, like he's in line for the security check at the airport. Then before too long he and his friend are throwing punches, smacking around a couple of security guards.<br /><br />Let me tell you something. You assault a corrections officer in a federal prison, they'll shoot you on the spot. Ja Rule would have been shot about 30 times before he threw his second punch. Oh, and there are guys wearing beanies and bandanas and whatnot. In prison. Federal prison.<br /><br />You can't dress like that at most high schools in America.<br /><br />Speaking of Ja Rule, I have to say that the person who probably enjoyed his performance more than anyone else on earth, including Ja Rule himself, had to have been 50 Cent. Just before I watched this movie I saw one of those shows on TV about the greatest celebrity feuds ever, and like number 7 or 8 was this rivalry between 50 Cent, who had lived the thug life for real, and Ja Rule. Who had not. Every time I saw Ja Rule on screen the only thing I could picture was 50 Cent laughing his ass off. Ja Rule looks like a rowdy 9-year-old every time he appears on screen.<br /><br />Anyway, getting back to the plot. It's funny. Sasha is an FBI agent working undercover and he agrees to let himself be sentenced to prison so he can get behind the criminal organization. He's sentenced to five years, and that old line between determination and stupidity instantly vanishes. Nothing else in the movie matters after that, it becomes a meaningless string of action sequences, most of which aren't even well choreographed.<br /><br />Oh, how about this, a helicopter crashes through the roof of ""New Alcatraz"" at one point, accidentally freeing all of the inmates. And what do they do? They all run out of their cells and play basketball in the middle of the cell block. Without so much as a basket. They had a ball, but it doesn't matter. The scene is so stupid they might as well have been playing hopscotch.<br /><br />So some guy is being sentenced to be the first person ever to be executed in Alcatraz's state of the art execution chamber, evidently not for stealing $200 million dollars in gold, but for not telling where it was hidden once he was caught.<br /><br />Hey, good thinking, people. If you can't get information out of someone, kill them. That's a great way to learn the truth! So some gang breaks into the prison planning to stop the execution and get the location of the $200 million for themselves.<br /><br />Oh and the $200 million is in gold bricks. I doubt they thought ahead to how difficult it would be to turn that into exchangeable currency.<br /><br />There's also the issue of the warden at the prison. He's some tough-talking vato who thinks he's a hardcore chollo from the barrio, which reminds me of a joke. I saw this comedian once talking about people in California who talk all tough calling each other ese and homes and all kinds of other such nonsense. These people go to Mexico, the comedian says, and they're like, ""Oh my god! People LIVE there? That's like, a total shack!""<br /><br />The best is when the United States Supreme Court Justice arrives and this guy tells her that her men can't carry their guns inside his prison, ""I don't care if she IS a United States Supreme Court Justice!""<br /><br />This woman could squish him like a grape and he thinks he's in charge. Ha.<br /><br />And by the way, the Supreme Court Justice that gets taken as a hostage in the movie tells the bad guy that she is 53. That's a year younger than Steven Seagal. I just thought that was funny.<br /><br />The only good scene in the movie is the one in the prison where Ja Rule is getting slapped around the prison like a sack of cotton balls by this little Asian woman. That was the funniest thing I've seen in a movie in a long, long time.<br /><br />You know, I work for the company that produced this film (which I why I watched it), and I still don't have a single positive thing to say about it, except, of course, for that one scene with Ja Rule getting spanked by that Asian woman.<br /><br />So read my review of Malena and you will see how strongly I sometimes disagree with professional film critics like Roger Ebert, but in his review of this movie Ebert wrote something that I agreed with as much as anything else he's ever written:<br /><br />""I imagine the flywheels at the MPAA congratulating each other on a good day's work as they rated 'Half Past Dead' PG-13, after giving the anti-gun movie 'Bowling for Columbine' an R.""<br /><br />Way to go, guys.",negative
1058,"Scott Henderson (Alan Curtis) is unjustly accused of killing his unfaithful wife. The night she was murdered he was out with a mystery woman who refused to give him her name. After accused of the murder, the police visit all the places he had been with her, but people only remember him being alone. He's sentenced to die and his secretary (Ella Raines) sets out to find the murderer herself because she loves him.<br /><br />This was made as a B film from Universal (look at the cast--all character actors and one star--Franchot Tone--on the decline). The budget was small and the cast mostly unknown but what came out is one of the best film noirs of the 1940s. It's beautifully directed by Curt Siodmak and has a fantastic script that came from an excellent book by William Irish (a pen name for Cornell Woolrich). It moves quickly and just looks fantastic. And there's the infamous jam session with Raines and Elisha Cook Jr. which just comes off the screen with incredible sexual energy (I'm surprised the censors didn't cut it).<br /><br />There are only a few flaws that prevent this from being perfect. Tone gives a dreadful performance. He looks ghastly and he's just horrible. Also Curtis is stiff and bland as Henderson. You really wonder why Raines loves him--he's so unemotional. But Raines is pretty good in the lead role. She's pretty and full of life. Also the last scene when the murderer is after her never rings true. He's hardly a threat physically and her reactions just seem overstated.<br /><br />Still I'm giving this a 9. A really great film--flaws aside.",positive
1059,"This was the best documentary I've ever seen!! I just saw Lords of Dogtown and wanted to know more about Stacy Peralta, and was surprised and happy to find out this was one of his films as well. Great Job Stacy! I was kicking back at work last week, bored O*&^%less and this movie came on. Growing up in Orange County in the 80's I surfed up and down the local beaches and so did my dad when he was a teenager. I grew up at the beach, my parents took me every weekend, I body surfed, boogeyboarded then moved up from there. This movie just captivated me. It was way before my time but it was awesome to see what these guys went through..TRUE PIONEERS! This movie is a collectors item.",positive
1060,"""Plan B"" is strictly by-the-numbers fare except for one thing. I surprisingly found it to be rather insulting.<br /><br />Jon Cryer is the ""star"" of this film and plays his usual, smarmy, egotistical, snotty character that was actually endearing in ""Pretty In Pink"" and has NOT been amusing ever since. Grating doesn't even begin to describe his performance. Ricky (Mark Matheisen) is a muscular, blonde, struggling actor who (gasp!) is only worried about his hair and getting laid. Talk about a stock character...ugh. At least the other three characters are somewhat engaging. Lisa Darr and Lance Guest play a grounded, optimistic, caring couple who are struggling to conceive. Since they are not whiny drama queens, however, their roles are apparently considered boring and they aren't given enough screen time. Sara Mornell rounds out the cast by playing Gina, your usual nice and good-looking young woman who just can't seem to find the right partner in love. I've seen this character a million times before but at least her performance overcomes some of the shortfalls caused by the predictability of her situation.<br /><br />What startled me about this film was its juvenile promotion of stereotypes. They introduced a Russian character for the sole purpose of mocking him and making fun of the way he talked. He was portrayed as being wild, ignorant and amazingly shallow. They were just getting warmed up though for the usual nonsense about gays. Gina decides to be gay for a while since she isn't having any luck with guys. Honestly. That wasn't that bad except they really went overboard when Gina brought a lesbian to a Christmas party her friends were throwing. Her lesbian date had very short hair (like I'm sure all lesbians do). She also got quite upset (like I'm sure all lesbians do) when Gina had the nerve to put on lipstick(!). Finally, her date goes around the party hitting on just about every woman there and mouths off when Gina expresses her disappointment. Of course, we all know how gay people can't stay faithful for so much as a couple of hours much less months or even years, right? (Please note the sarcasm in that statement. Thank you.)<br /><br />This film was based on a tired and predictable premise to begin with but Cryer's unlikable performance combined with the idiotic stereotyping sinks this movie to the lower depths of cinema. 2/10",negative
1061,"The sound is terrible, the picture is worse than worse, the acting is awful, the female leading actress is chubby, and the story is... wait a minute... There is no story...! The plot is really bad and the title of the movie is misleading. If you expect to to see Piranhas, you might be disappointed. This movie has nothing to do with the Piranha movies from 1978 and 1981. Actually, I can only think of one scene involving Piranhas.<br /><br />The only thing that I liked about this movie, besides the fact that it runs for only about 85 minutes, is the song at the end. It's written and sung by Jim Stein and it's called ""Love all things that love the sun"".<br /><br />I don't recommend this movie. It is so bad it's not even funny to watch. I fell asleep after the first 20 minutes and I am the kind of person who watches anything.",negative
1062,"(This might have a spoiler)<br /><br />When I first started watching this movie, I thought it was OK. The music was good and that bizarro dream sequence I was willing to forgive, but the lack of looks in the main character and all of the other characters for that matter made me uninterested in watching the rest of this film. (I know, totally vain.)The music at the beginning was spirited and fitting I thought for a mock Gothic novel. But, come on! Saxophone music for an early 19th century film? It totally didn't fit. This movie was totally boring and if you're looking to watch a good period film or an Austen don't rent Northanger Abbey! I give it a 30%. 30% = a failing grade!",negative
1063,"Aaron Spelling produced this made for television western that gets awfully plotty for a seventy three minute film. It plays like a probable failed series pilot.<br /><br />Handsome Clint Walker is U.S. Marshal Dave Harmon, who wanders into Yuma, Arizona Territory in time to kill one of the brothers of the local bigwig rancher who is out on a trail drive.<br /><br />Walker takes the other brother to jail. Walker also meets a ""cute"" homeless Mexican kid who sleeps at the jailhouse. One night, Andres is snoozing when a villain and another man dressed in Army blue take the remaining brother into the street and kill him, pinning the murder on Walker. Not good for your first twenty four hours on the job. Walker visits the local Army fort, and rankles the chains of the commander. The bigwig hears of his brothers' deaths, and rides back to town in time to get his chains rankled as well. The local native population, who get short changed by the Army on their beef, also get rankled in the chains area. With all these chains getting rankled, Walker still has time to woo the local hotel owner. The Army guy involved in the murder ends up dead, the local cattle buyer is implicated, the indians do a lot of hesitant speechifying, and the climax brings about an unlikely showdown as Walker must prove to the town that the villainous cattle buyer had a boss, someone we have suspected as being too helpful all along.<br /><br />There is a semi-subplot involving the death of Walker's family at the hands of Army raiders, and I think this would have been the force behind the series, had it been picked up. Instead, the film ends abruptly, and I kept waiting for scenes from next week's exciting episode. Because of the fade outs for nonexistent commercial breaks, the pacing is all off on this and its story jumps in fits.<br /><br />Walker is handsome, rugged, and has a voice deeper than a well. The rest of the cast is full of television actors you have probably seen in other television movies. Much of the action is pretty lame, and the violence is tepid. The first brother killed gets a shotgun blast midtorso, and falls without a scratch on him. I did not expect ""Reservoir Dogs,"" but this is the wrong film to use to teach children about the evil of guns! Speaking of children, the Mexican kid here goes from ""cute"" to ""aneurysm inducing annoyance"" very quickly.<br /><br />If you dislike westerns, then you will dislike ""Yuma."" If you like westerns, then you will still dislike ""Yuma."" I cannot recommend it.<br /><br />This is unrated, but contains physical violence and gun violence.<br /><br />",negative
1064,"I just saw this movie for the first time last night. Wow! What a movie! This is the kind of movie you want everyone in the world to see because its just so cool and so interesting.<br /><br />I do not want to give a single word about the plot because I think it would be better for people to go in cold. DO NOT READ THE PLOT SUMMARY before you see the movie! All I'm going to say is that Eastwood, Malkovich, Peterson, and the screenplay by Jeff Maguire are top notch. I wish all thrillers were more like this one.",positive
1065,"Really, average is the only word that comes to my mind when you see this.<br /><br />The acting was average (maybe a bit above average), the camera usage was average (actually below average. The picture was so shaky and the colors were grainy and blurry.) The plot was a good one but moved at such a slow pace and wasn't put to good use.<br /><br />This could've been so much more if it didn't go at a snail pace and we saw more into the characters backgrounds.<br /><br />All we see are flashbacks here and there of Alice and how her home life is so ""bad"" (her mother is a working class woman trying to make end meet for her and her daughter.) We see a flashback of her of when she was in high school and her friend says to her ""tell your Mom to make some better food"" and ""everybody says it's your mom."" Yeah that's embarrassing but why would you run away from it. <br /><br />I could definitely see if her Mom was a drunk or somebody was abusing her but nothing was wrongwith her home except she was embarrassed by it. How immature! <br /><br />We're not even given a glimpse of what the couple's lives have been like (except that they've been prostituting for awhile and the woman, forgot her name, gave her baby up when it was 9 months old.) This really could've been so much more. It could've had Alice who was abused by her drunk mom go down to Florida with her friend but then becomes a prostitute. Or something along the lines of that other then the real plot of this movie (that is) Alice, a girl with a home life of probably 90% of America's population (WORKING CLASS) runaways to Florida but then gets sidetracked by turning into a prostitute.<br /><br />I don't see why it won an award at Sundance (it must've been up against some really weak competition to have won that one award.) <br /><br />Also to me, Alice's Boston/New England accent seemed forced. It didn't seem genuine. (I should know, I was born and raised in Boston, but now live in Georgia.) <br /><br />4/10 Not really worth your time in my opinion.",negative
1066,"I think that Pierre Léaud, or his character, to be precise, is really outlandish but with grace: I also remember the chess player, and of the girl who seems to be appearing by chance in his home, something really curious...the woman acting as the lawyer, is to me one of the most beautiful actresses ever seen on the screen...but I must admit that the plot is too inconsistent to be taken seriously....The character who plays as the lead theater actor is really nice, especially when he's annoyed by the new actor, the one in purple t-shirt...also, the scene where the bearded actor - who belongs to another company - directs the stage is really fascinating and relaxing, as it often happens with this movie - for example, when they drink tea, they just make you want to have a cup...",positive
1067,"The BBC'S Blue Planet is simply jaw-dropping. I don't think I'm exaggerating when I say it contains some of the most beautiful sequences ever captured on film. From familiar creatures on and near the surface of the ocean to some more unrecognisable and just plain bizarre ones in the murky depths, next to nothing is left out. Weighing in at a hefty 8 hours, some people may want to check out the edited highlights brought to you in the form of the film ""Deep Blue"" but I would heartily recommend you give the series a go. I don't think it will disappoint and if your kids enjoyed the aquatic world brought to them by Pixar's Finding Nemo I'm sure they will love this too. I just wish all television was this entertaining.",positive
1068,"This review applies for the cut of the film that's generally available as ""Fury of the Wolfman"". I understand there is an uncut version out there with additional footage, and I would hope that it contained at least eight or nine crucial scenes that seem to be missing from the cut known as ""Fury of the Wolfman"". In short, the movie makes absolutely no sense whatsoever. It is utter nonsense, and incomprehensible nonsense at that.<br /><br />Waldemar Daninsky, that venerable lycanthropic antihero portrayed by Paul Naschy in a seemingly endless series of films, is apparently a normal guy who has just come back from a trip to Tibet, where he was attacked by a yeti. Somehow this has turned him into a werewolf. Daninsky is a doctor, a scientist, and an instructor at what appears to be a college. One of his female colleagues, Ilona Elmann, is involved in a vague form of hypnosis...""Chematodes"", a nonsense word used to refer to a bunch of wires attached to a victim's head. Ellman feels this will enable her to ""change the direction of the human brain"", naturally enabling her to rule the world, provided she can get us all attached to those wires with no trouble.<br /><br />Elmann is also into werewolves, because she kidnaps Daninsky and takes him to her hidden laboratory. She has a bunch of other people trapped there as well. Some of them look like gypsies, and are chained up, being in varying states of lucidity. Others are clearly hippies. Elmann feels that one day she may be able to ""help them be human again"" (?), but in the meantime she controls them with her chematodes. Waldemar becomes her hairy hit man, wandering around like a werewolf zombie--that is until the filmmakers decide to use footage spliced in from another Naschy werewolf film, ""Frankenstein's Bloody Terror"" (don't ask), at which point Naschy's werewolf makeup changes considerably and he lurches around like an animal.<br /><br />Is this making any sense? No? Good. That's the film's saving grace. It doesn't try and engage you on any kind of intellectual level, it just goes full speed ahead with whatever nonsense dialogue or cheap horror movie sets it can muster up. ""Fury of the Wolfman"" may be the best Halloween party movie ever. You absolutely do not need to pay attention to it, and in fact if you do, you will be completely confused.",negative
1069,"I don't usually like to comment on the acting in a movie, because it is the one thing that people who have agenda against a film will go after. In this movie, I will make an exception. The acting in this film are below average all around. I mean halfway into the film, I wonder how the hell did the producer and/or the director gets around casting such an ensemble of people who can't act. Even-though the production value was good, the ill written story just compounded on top of the bad performance of the actors, and there is even a half-hearted attempts to a twist to the ending of the movie, which ends up quite confusing. Is all the Spanish horror films this disappointing?",negative
1070,"This is going to be the most useless comment I have ever put down, but yet I must do it to warn you about the atrocity to cinema that ""Freddy's Dead"" is. It is not only the very worst chapter of the Nightmare series, but is right up there with the worst horror sequel of all time! It was boring, pointless, and nearly death free. The horrible 3-D ending and over-the-top CORNY kills are enough to drive this ""film"" into the ground. However, it doesn't stop there, just add bad acting, a terrible script, and a number of cheesy cameos and you've got yourself this heaping pile of guano! It's no wonder why Freddy, as always played by Robert Englund, has made two postmortem appearances. I would too if I went out like that. This is a strictly fans only movie, don't stare at our shame.",negative
1071,"Saw this movie on its release and have treasured it since. What a wonderful group of actors (I always find the casting one of the most interesting aspects of a film). Really enjoyed seeing dramatic actress Jacqueline Bisset in this role and Wallace Shawn is always a hoot. The script is smart, sly and tongue-in-cheek, poking fun at almost everything ""Beverley Hills"". Loved Paul Bartel's ""doctor"" and Ray Sharkey's manservant. This was raunchy and crude, but thank god! Unless you're a prude, I heartily recommend this movie. FYI for anyone who likes to play six degrees of Kevin Bacon, Mary Woronov & Paul Bartel were in ""Rock & Roll High School"". Mary Woronov and Robert Beltran were in ""Night of the Comet"" together. They were all three in ""Eating Raoul"".",positive
1072,"I found ""The Arab Conspiracy"" in a bargain bin and thought I'd uncovered a lost treasure. Folks, there's a reason why you don't hear much about this film. The plot is muddy, the pacing is slow, Cornelia Sharpe is about as vivacious as plain, cold tofu, and the ending leaves you flat. Not even Sean Connery can save this one.",negative
1073,"I saw this movie today (opened yesterday here) and was simply delighted.<br /><br />I saw a review that said something to the effect that the reviewer thought this would be just another teen movie, but then found it was based on Shakespeare's Twelfth Night ... and then started trying to justify liking this flick on Shakespearean grounds. I really think this is going way overboard: the only connections I could see with Twelfth Night are (a) the basic conceit of a girl masquerading as a man; (b) the extensive male-female humor arising out of that basic conceit; and (c) some of the names (including Viola & Duke).<br /><br />Aside from those names, the thematic commonalties (a & b) are really great themes for any script, and this movie's script is no exception. Beyond that, though, this really is a simply delightful and very contemporary/traditional teen flick. And that's a perfectly legit genre even if highbrows have to find an excuse to like it ... like alluding to Shakespeare.<br /><br />The movie is bright, fast-paced, emotive, stylized, funny ... full of teen hormones and teen humor and male/female humor suitable for all ages. And that's really the best part IMHO: really just about every male stereotype and every female stereotype is depicted in roundly appealing over-the-top fun. Those stereotypes are parodied relentlessly but affectionately, with such a complexity of invention that I'm still a little bewildered ... but really don't feel at all disappointed in that regard, it's not that kind of a movie: things come at you fast and fun and you get a laugh and a groan and then move on to the next split-second happening.<br /><br />Amanda Bynes really is just delightful as Viola / Sebastian; Channing Tatum makes a wonderful Duke; David Cross does a wonderfully over the top Principal Gold. All of the acting and characterizations were fine and on target. Cinematography was excellent.<br /><br />Wonderful entertainment from beginning to end ... check it out!",positive
1074,"This film has made e mad. I believe the original of this film ,'The Mask', was an awesome film, worth buying and watching a lot. I strongly believed that they should make a sequel, but when i saw this, i thought again.<br /><br />This film has spoilt the whole idea of 'The Mask'. Mask mode? A baby flying around in a room? My little brother who is seven didn't even laugh, and he is into these childish movies, but this was worse. A load of crap!! I am telling you now, please do not watch this film, it is a waste of money and a waste of time. Instead you could actually be having fun! Watch 'The Mask', but do not, I repeat do NOT, watch this hunk of junk. Thank you.",negative
